Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;0,080916984;-79,05725292;44;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;20/02/2022;ENCONTRADO;24/02/2022
PICHINCHA;-0,166821848;-78,31166903;27;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/03/2022;ENCONTRADO;13/03/2022
PICHINCHA;-0,254407524;-78,54402178;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/03/2022;ENCONTRADO;12/03/2022
GUAYAS;-2,200524318;-79,89766858;46;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;11/03/2022;ENCONTRADO;14/03/2022
CHIMBORAZO;-1,674572828;-78,64134368;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/03/2022;ENCONTRADO;12/03/2022
PICHINCHA;-0,148455365;-78,50402951;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/03/2022;ENCONTRADO;25/03/2022
GUAYAS;-2,203545751;-79,82346296;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/03/2022;ENCONTRADO;15/03/2022
GUAYAS;-2,193872264;-79,94546575;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/03/2022;ENCONTRADO;15/03/2022
CHIMBORAZO;-1,690178;-78,675141;47;HOMBRE;FALLECIDO;MUERTE NATURAL;09/03/2022;FALLECIDO;14/03/2022
IMBABURA;0,2343005;-78,2610672;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/03/2022;ENCONTRADO;15/03/2022
GUAYAS;-2,1540218;-79,863146;45;HOMBRE;EXTRAVIADA;ACCIDENTADO;05/03/2022;ENCONTRADO;15/03/2022
PICHINCHA;0,0411016;-78,2077368;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2022;ENCONTRADO;15/03/2022
PICHINCHA;0,0411016;-78,2077368;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2022;ENCONTRADO;15/03/2022
PICHINCHA;-0,342652193;-78,55124003;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/03/2022;ENCONTRADO;14/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;4;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/02/2022;ENCONTRADO;16/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,4150673;-79,2710006;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/03/2022;ENCONTRADO;15/03/2022
PICHINCHA;-0,1249577;-78,5204503;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/03/2022;ENCONTRADO;16/03/2022
PICHINCHA;-0,220573632;-78,50871769;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/03/2022;ENCONTRADO;16/03/2022
MANABI;-1,01977244;-80,46978439;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/03/2022;ENCONTRADO;14/03/2022
PICHINCHA;-0,155602;-78,3728456;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/07/2022;ENCONTRADO;27/07/2022
ESMERALDAS;0,284307338;-79,44988891;14;MUJER;SIN_DATO;SIN_DATO;08/03/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,3016594;-78,567831;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/08/2022;ENCONTRADO;01/09/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,275891;-79,173381;19;HOMBRE;EXTRAVIADA;DETENIDO;09/03/2022;ENCONTRADO;16/03/2022
PICHINCHA;-0,110818514;-78,29474974;73;MUJER;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;15/03/2022;ENCONTRADO;16/03/2022
PICHINCHA;-0,1249577;-78,5204503;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/03/2022;ENCONTRADO;16/03/2022
CARCHI;0,809740707;-77,70896459;22;HOMBRE;SIN_DATO;SIN_DATO;07/03/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,124258886;-78,52157156;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/03/2022;ENCONTRADO;16/03/2022
GUAYAS;-2,247564;-79,892338;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/03/2022;ENCONTRADO;19/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;1;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/03/2022;ENCONTRADO;20/03/2022
PICHINCHA;-0,2585152;-78,5497592;20;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/07/2022;ENCONTRADO;28/07/2022
COTOPAXI;-0,966542784;-78,61296349;38;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/07/2022;ENCONTRADO;24/07/2022
PICHINCHA;-0,209469329;-78,49143505;21;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/03/2022;ENCONTRADO;18/03/2022
EL ORO;-3,480694775;-80,23851871;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/03/2022;ENCONTRADO;21/03/2022
TUNGURAHUA;-1,236013751;-78,61667457;48;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/03/2022;ENCONTRADO;21/03/2022
PICHINCHA;-0,304503274;-78,56475793;27;HOMBRE;EXTRAVIADA;DETENIDO;25/01/2022;ENCONTRADO;22/03/2022
LOS RIOS;-1,444018;-79,461844;24;HOMBRE;FALLECIDO;NO DETERMINADA;10/02/2022;FALLECIDO;16/02/2022
AZUAY;-2,8757185;-79,0450752;32;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;07/03/2022;ENCONTRADO;24/03/2022
AZUAY;-2,8861241;-79,0379279;78;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;25/03/2022;ENCONTRADO;25/03/2022
CHIMBORAZO;-1,996618742;-78,96542351;35;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/03/2022;ENCONTRADO;24/03/2022
LOS RIOS;-1,0445948;-79,4685976;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/02/2022;ENCONTRADO;27/03/2022
EL ORO;-3,272086064;-79,96543585;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/03/2022;ENCONTRADO;26/03/2022
GUAYAS;-2,2032727;-79,8932058;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/05/2022;ENCONTRADO;07/09/2022
PICHINCHA;0,054784372;-78,13634855;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/02/2022;ENCONTRADO;09/04/2022
GUAYAS;-2,217292565;-79,92394924;40;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;26/03/2022;ENCONTRADO;28/03/2022
PICHINCHA;-0,3091615;-78,5483395;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/03/2022;ENCONTRADO;25/04/2022
ORELLANA;-0,465957095;-76,98449922;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/06/2022;ENCONTRADO;31/07/2022
IMBABURA;0,3281312;-78,12206;25;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;29/03/2022;ENCONTRADO;31/03/2022
GUAYAS;-2,187899763;-79,88340646;20;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;27/08/2022;ENCONTRADO;31/08/2022
EL ORO;-3,476365074;-80,22250723;19;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/03/2022;ENCONTRADO;02/04/2022
PICHINCHA;-0,3146145;-78,5316557;22;HOMBRE;EXTRAVIADA;ACCIDENTADO;27/03/2022;ENCONTRADO;04/04/2022
PICHINCHA;-0,2198306;-78,5112512;32;MUJER;SIN_DATO;SIN_DATO;19/11/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,3143315;-78,4862389;14;MUJER;SIN_DATO;SIN_DATO;01/08/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,0634395;-78,4517485;42;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/07/2022;ENCONTRADO;31/07/2022
PICHINCHA;-0,3143315;-78,4862389;1;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/08/2022;ENCONTRADO;31/08/2022
PICHINCHA;-0,3143315;-78,4862389;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/08/2022;ENCONTRADO;31/08/2022
CARCHI;0,584020686;-77,82451508;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/08/2022;ENCONTRADO;31/08/2022
GUAYAS;-2,1873868;-79,8908668;9;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/03/2022;ENCONTRADO;16/05/2022
AZUAY;-2,8981576;-78,9874078;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/07/2022;ENCONTRADO;01/08/2022
ESMERALDAS;1,383524489;-78,7773927;4;HOMBRE;FALLECIDO;ASESINATO;09/04/2022;FALLECIDO;11/04/2022
ESMERALDAS;1,383524489;-78,7773927;6;HOMBRE;FALLECIDO;ASESINATO;09/04/2022;FALLECIDO;11/04/2022
ESMERALDAS;1,383524489;-78,7773927;29;MUJER;FALLECIDO;ASESINATO;09/04/2022;FALLECIDO;11/04/2022
GUAYAS;-2,1210341;-79,5892148;28;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/09/2022;ENCONTRADO;14/09/2022
GUAYAS;-2,1928741;-79,879548;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/04/2022;ENCONTRADO;13/04/2022
PICHINCHA;0,142885;-78,800827;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/03/2022;ENCONTRADO;13/04/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,251822748;-79,18571128;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/10/2022;ENCONTRADO;20/10/2022
GUAYAS;-2,1860843;-79,8802424;27;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;01/08/2022;ENCONTRADO;06/08/2022
PICHINCHA;-0,28044266;-78,51512425;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/04/2022;ENCONTRADO;18/04/2022
GUAYAS;-2,254282601;-79,8796178;40;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;16/04/2022;ENCONTRADO;18/04/2022
IMBABURA;0,348676;-78,1168289;45;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/04/2022;ENCONTRADO;17/04/2022
MANABI;-0,923130773;-80,45394669;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/04/2022;ENCONTRADO;18/04/2022
CARCHI;0,785947565;-77,74303644;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/09/2022;ENCONTRADO;02/09/2022
PICHINCHA;-0,245651468;-78,52285779;23;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/04/2022;ENCONTRADO;17/04/2022
GUAYAS;-2,0873135;-79,8728188;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/04/2022;ENCONTRADO;20/04/2022
ESMERALDAS;0,9868293;-79,6549471;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/04/2022;ENCONTRADO;16/04/2022
PICHINCHA;-0,131441;-78,410187;35;MUJER;PROBLEMAS SOCIALES;MIGRACION;08/03/2022;ENCONTRADO;18/04/2022
GUAYAS;-2,1088129;-79,9031776;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/04/2022;ENCONTRADO;20/04/2022
CARCHI;0,596212117;-77,83251286;49;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/06/2022;ENCONTRADO;03/08/2022
GUAYAS;-2,1560322;-79,9115741;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/04/2022;ENCONTRADO;20/04/2022
PICHINCHA;-0,2961409;-78,5529939;38;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;28/02/2022;ENCONTRADO;20/04/2022
GUAYAS;-2,2402791;-79,9220686;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/04/2022;ENCONTRADO;20/04/2022
COTOPAXI;-0,931786462;-78,61048483;37;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;18/04/2022;ENCONTRADO;21/04/2022
PICHINCHA;-0,2575728;-78,5164078;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/04/2022;ENCONTRADO;24/04/2022
EL ORO;-3,277194579;-79,95641813;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/01/2022;ENCONTRADO;24/04/2022
GUAYAS;-2,2162051;-79,902128;37;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;24/04/2022;ENCONTRADO;25/04/2022
PICHINCHA;0,0045685;-78,4467745;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/04/2022;ENCONTRADO;25/04/2022
GUAYAS;-2,1078097;-79,905199;52;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/07/2022;ENCONTRADO;08/08/2022
GUAYAS;-2,128401276;-79,6017324;51;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/04/2022;ENCONTRADO;27/04/2022
PICHINCHA;-0,1018051;-78,5107083;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/01/2022;ENCONTRADO;27/04/2022
LOS RIOS;-1,193400496;-79,42654909;14;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;25/04/2022;ENCONTRADO;27/04/2022
GUAYAS;-2,168974;-79,8397207;18;HOMBRE;SIN_DATO;SIN_DATO;24/04/2022;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,647207505;-78,74133885;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/09/2022;ENCONTRADO;11/09/2022
PICHINCHA;-0,1504962;-78,4716424;30;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/04/2022;ENCONTRADO;30/04/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2821214;-79,203405;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/02/2022;ENCONTRADO;27/04/2022
PICHINCHA;-0,250173461;-78,51730997;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/04/2022;ENCONTRADO;29/04/2022
SANTA ELENA;-2,2341028;-80,9078979;5;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/04/2022;ENCONTRADO;29/04/2022
PICHINCHA;-0,211709232;-78,392809;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/04/2022;ENCONTRADO;28/04/2022
CARCHI;0,8085522;-77,7182052;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/08/2022;ENCONTRADO;06/08/2022
GUAYAS;-2,199101449;-79,91976668;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/04/2022;ENCONTRADO;01/05/2022
SUCUMBIOS;0,09139413;-76,88710041;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/04/2022;ENCONTRADO;01/05/2022
PICHINCHA;-0,3091615;-78,5483395;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/03/2022;ENCONTRADO;25/04/2022
PICHINCHA;-0,315869019;-78,55107364;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/09/2022;ENCONTRADO;06/09/2022
CARCHI;0,785679058;-77,74406815;32;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/04/2022;ENCONTRADO;02/05/2022
AZUAY;-2,8935387;-79,0011741;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/05/2022;ENCONTRADO;11/05/2022
GUAYAS;-2,175018235;-79,80518974;4;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/04/2022;ENCONTRADO;03/05/2022
GUAYAS;-2,175018235;-79,80518974;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/04/2022;ENCONTRADO;03/05/2022
GUAYAS;-2,1737736;-79,8464978;66;MUJER;SIN_DATO;SIN_DATO;18/04/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1407541;-78,4794568;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/01/2022;ENCONTRADO;09/05/2022
PICHINCHA;-0,1407541;-78,4794568;5;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/01/2022;ENCONTRADO;09/05/2022
GUAYAS;-2,2324;-79,90886;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/09/2022;ENCONTRADO;03/09/2022
PICHINCHA;-0,0743121;-78,4624064;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/05/2022;ENCONTRADO;09/05/2022
TUNGURAHUA;-1,216553498;-78,60781649;2;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;03/05/2022;ENCONTRADO;09/05/2022
PICHINCHA;-0,2686367;-78,5400834;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/02/2022;ENCONTRADO;11/05/2022
GUAYAS;-2,143670413;-79,94081711;14;MUJER;SIN_DATO;SIN_DATO;05/08/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,0400918;-78,4549279;30;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;04/05/2022;ENCONTRADO;11/05/2022
AZUAY;-2,963412447;-78,99059367;8;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/01/2022;ENCONTRADO;13/05/2022
GUAYAS;-2,1035171;-79,9559316;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/05/2022;ENCONTRADO;12/05/2022
GUAYAS;-1,71489388;-79,98496408;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/06/2022;ENCONTRADO;04/09/2022
IMBABURA;0,2714097;-78,2530966;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/05/2022;ENCONTRADO;31/08/2022
PICHINCHA;-0,188931269;-78,51276301;36;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/05/2022;ENCONTRADO;14/05/2022
PICHINCHA;-0,1964186;-78,5071575;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/05/2022;ENCONTRADO;14/05/2022
PICHINCHA;-0,214127;-78,4989187;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/05/2022;ENCONTRADO;13/05/2022
SUCUMBIOS;0,09264524;-76,88058904;37;HOMBRE;SIN_DATO;SIN_DATO;20/01/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2204251;-78,52499;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/09/2022;ENCONTRADO;05/09/2022
PICHINCHA;-0,0674689;-78,4524928;42;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;07/08/2022;ENCONTRADO;05/09/2022
PICHINCHA;-0,2583869;-78,5527059;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/05/2022;ENCONTRADO;14/05/2022
AZUAY;-2,910673308;-79,0208698;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/05/2022;ENCONTRADO;31/05/2022
PICHINCHA;-0,2190161;-78,4854642;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/05/2022;ENCONTRADO;11/05/2022
GUAYAS;-2,1873868;-79,8908668;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/03/2022;ENCONTRADO;16/05/2022
GUAYAS;-2,1873868;-79,8908668;67;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/03/2022;ENCONTRADO;16/05/2022
PICHINCHA;-0,1452348;-78,4627976;28;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/04/2022;ENCONTRADO;18/05/2022
PICHINCHA;-0,2055288;-78,4919563;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/03/2022;ENCONTRADO;18/05/2022
AZUAY;-2,9035558;-78,992701;10;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;04/09/2022;ENCONTRADO;05/09/2022
PICHINCHA;-0,0639882;-78,3500875;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/08/2022;ENCONTRADO;05/09/2022
PICHINCHA;-0,1970721;-78,4668582;45;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;05/09/2022;ENCONTRADO;05/09/2022
PICHINCHA;-0,2022861;-78,4896343;25;HOMBRE;FALLECIDO;ACCIDENTAL;14/08/2022;FALLECIDO;15/08/2022
CHIMBORAZO;-1,646247;-78,742401;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/08/2022;ENCONTRADO;08/09/2022
EL ORO;-3,4763823;-80,2225448;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/05/2022;ENCONTRADO;22/05/2022
PICHINCHA;-0,3279421;-78,5409416;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/05/2022;ENCONTRADO;20/05/2022
PASTAZA;-1,477272124;-78,0005908;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/09/2022;ENCONTRADO;02/09/2022
CHIMBORAZO;-2,1536391;-78,8028666;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/08/2022;ENCONTRADO;28/09/2022
GUAYAS;-2,1188115;-79,5929984;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/05/2022;ENCONTRADO;24/05/2022
AZUAY;-2,8944557;-79,0100573;24;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;12/09/2022;ENCONTRADO;22/09/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,266684893;-79,17748386;28;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;18/07/2022;ENCONTRADO;09/08/2022
MANABI;-1,052549046;-80,46121287;25;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;04/08/2022;ENCONTRADO;07/09/2022
PICHINCHA;-0,298414546;-78,5603865;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/05/2022;ENCONTRADO;31/05/2022
GUAYAS;-2,1324973;-79,89271219;7;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;01/06/2022;ENCONTRADO;02/06/2022
MORONA SANTIAGO;-2,4566285;-78,1678439;36;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/05/2022;ENCONTRADO;28/05/2022
GUAYAS;-2,0778815;-80,0046847;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/08/2022;ENCONTRADO;09/08/2022
SUCUMBIOS;0,058074402;-76,88010206;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/09/2022;ENCONTRADO;12/09/2022
PICHINCHA;-0,118696377;-78,46282213;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/03/2022;ENCONTRADO;06/06/2022
TUNGURAHUA;-1,3928344;-78,4268758;23;HOMBRE;FALLECIDO;ASESINATO;29/05/2022;FALLECIDO;03/06/2022
EL ORO;-3,261038449;-79,9589308;53;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;03/06/2022;ENCONTRADO;08/06/2022
GALAPAGOS;1,6786866;-92,0040599;52;HOMBRE;SIN_DATO;SIN_DATO;10/07/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2308931;-78,4913853;25;HOMBRE;FALLECIDO;NO DETERMINADA;04/06/2022;FALLECIDO;08/06/2022
EL ORO;-3,2559896;-79,9947956;33;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;07/06/2022;ENCONTRADO;12/06/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,248528485;-79,16405982;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/06/2022;ENCONTRADO;04/06/2022
GUAYAS;-2,002076979;-79,48446977;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/09/2022;ENCONTRADO;06/09/2022
GUAYAS;-2,118076295;-79,98098373;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/06/2022;ENCONTRADO;12/06/2022
PICHINCHA;-0,2856211;-78,5650431;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/12/2022;ENCONTRADO;28/12/2022
PICHINCHA;-0,28051205;-78,52501804;38;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/06/2022;ENCONTRADO;15/06/2022
EL ORO;-3,4768795;-80,22468897;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/05/2022;ENCONTRADO;16/06/2022
GUAYAS;-2,132684007;-79,60073006;60;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;13/06/2022;ENCONTRADO;16/06/2022
PICHINCHA;-0,132123505;-78,49384595;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/08/2022;ENCONTRADO;12/09/2022
CARCHI;0,804604025;-77,72724003;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/05/2022;ENCONTRADO;16/06/2022
LOS RIOS;-1,193232632;-79,52393502;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/09/2022;ENCONTRADO;26/09/2022
GUAYAS;-2,1099275;-79,974977;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/07/2022;ENCONTRADO;27/09/2022
ESMERALDAS;0,330360489;-79,46505547;26;HOMBRE;SIN_DATO;SIN_DATO;22/09/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1221655;-79,9115741;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/09/2022;ENCONTRADO;01/10/2022
